Transcriptomics_id,Trough,Frequency,Peak,Threshold,Ratio,Vrest,Cell Type,Subtype
SM-GE4RI_S186_E1-50,-54.4000015258789,0.995,16.4125003814697,-34.46875,1.46899024564744,-75.5509017944336,Pvalb interneuron,Pvalb Tpbg
SM-GBMG3_S028_E1-50,-57.0812530517578,0.68500004730222,20.1375007629395,-36.1375007629395,1.72454619970907,-73.3796650813176,Pvalb interneuron,Pvalb Tpbg
SM-GE91Q_S047_E1-50,-48.9375038146973,0.089832861257865,19.4375019073486,-27.6562519073486,1.41095686225089,-63.6402320861816,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE4WN_S072_E1-50,-55.3937530517578,0.505000122451794,29.6750011444092,-30.1437511444092,1.64867501729607,-71.9481803894043,Pvalb interneuron,Pvalb Tpbg
SM-GE8ZX_S123_E1-50,-53.3750038146973,0.306052629782729,29.1875,-41.5937538146973,2.27985387321729,-50.2672902620756,Sst interneuron,Sst Rxfp1 Eya1
SM-GE5UQ_S130_E1-50,-44.8687477111816,0.103749998609224,28.3312492370605,-33.0374984741211,2.74911770989704,-57.2648263411089,Vip interneuron,Vip Lmo1 Myl1
SM-GE8YF_S093_E1-50,-23.1312522888184,0.244473694071672,28.6250019073486,-22.7312507629394,2.90136186637678,-57.9966245797964,Sncg interneuron,Sncg Vip Nptx2
SM-GE8XW_S052_E1-50,-48.8250045776367,0.075806447226597,29.0687503814697,-41.5000038146973,2.8632762466198,-76.2235855102539,Vip interneuron,Vip Crispld2 Kcne4
SM-GE4QZ_S116_E1-50,-56.1312522888184,0.505769281330888,40.1437492370606,-30.2000007629394,1.66784664747156,-60.6826026222923,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE643_S145_E1-50,-45.78125,0.2375,18.8750019073486,-30.8750019073486,3.2562557774164,-68.8637832641602,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE4QD_S037_E1-50,-59.0687522888184,0.726724137931034,28.3812503814697,-34.9937477111816,1.41363396491777,-65.4921299327504,Sst interneuron,Sst Mme Fam114a1
SM-GE8XW_S008_E1-50,-54.1812515258789,0.739655172413793,20.7000007629395,-28.8062496185303,1.3382462480332,-74.8023630777995,Pvalb interneuron,Pvalb Tpbg
SM-GE5U8_S034_E1-50,-29.25625228881836,0.1609755932355765,-26.762500762939453,-28.993751525878903,0.8953961304515533,-59.79158878326416,Sst interneuron,Sst Crhr2 Efemp1
SM-GE8WI_S178_E1-50,-49.8999977111816,0.63,26.1125011444092,-32.1875038146973,1.91440809560641,-71.5010704040527,Pvalb interneuron,Pvalb Tpbg
SM-GE5OW_S137_E1-50,-56.6875038146973,0.478448309059229,25.8000011444092,-45.3062515258789,2.319642265657,-76.0689516934482,Sst interneuron,Sst Hpse Cbln4
SM-GE932_S058_E1-50,-54.0937538146973,0.685537680066379,20.8125,-28.71875,1.16968284892632,-71.5893497467041,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE8X2_S109_E1-50,-58.0625,0.244285714285714,31.0000019073486,-45.0625,2.39974006609128,-74.8442238701715,Sst interneuron,Sst Hpse Cbln4
SM-GE66E_S139_E1-50,-37.2812538146973,0.1375,27.5625,-32.53125,3.58793147936465,-72.1544923782349,Vip interneuron,Vip Ptprt Pkp2
SM-GE8YF_S088_E1-50,-40.7937545776367,0.21807228613045,33.1437530517578,-30.8312511444092,3.76887028759447,-62.4842661077326,Vip interneuron,Vip Pygm C1ql1
SM-GE5UU_S030_E1-50,-56.0687522888184,0.530000326538073,18.03125,-35.9937515258789,1.52069685576935,-78.3347231547038,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE5QL_S188_E1-50,-40.6437530517578,0.06,30.4625015258789,-20.8562507629395,1.50508131029698,-59.4697399139404,Sst interneuron,Sst Tac1 Htr1d
SM-GE5OM_S081_E1-50,-58.9625015258789,0.655555573451648,25.2437515258789,-28.8875007629394,1.32515174165063,-66.2432513029679,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE95A_S047_E1-50,-49.4062538146973,0.363388625592417,23.25,-27.0,1.43387244132717,-67.9323431650798,Sst interneuron,Sst Calb2 Necab1
SM-GE8ZC_S098_E1-50,-49.65625381469727,0.0040948287729843,34.187503814697266,-33.65625,2.39204540078366,-61.93500213623047,Vip interneuron,Vip Lmo1 Myl1
SM-GE4Y5_S129_E1-50,-49.88750457763672,0.1728971962616821,33.275001525878906,-30.799999237060547,4.518906951398368,-74.69312286376953,Lamp5 interneuron,Lamp5 Lsp1
SM-GE5P3_S058_E1-50,-51.41250228881836,0.3269230769230772,30.75,-28.450000762939453,2.0104557747673364,-64.63117065429688,Sst interneuron,Sst Esm1
SM-GE4QF_S057_E1-50,-51.2999992370605,0.397368421052631,28.3999996185303,-37.5999984741211,2.03885209983006,-64.6076715909518,Sst interneuron,Sst Calb2 Necab1
SM-GE63H_S176_E1-50,-53.9375038146973,0.962500000000001,27.0937519073486,-31.0000019073486,1.4844143429827,-57.1776029413397,Pvalb interneuron,Pvalb Tpbg
SM-GE4Q8_S063_E1-50,-58.7062530517578,0.265662650602409,39.7875022888184,-37.7500038146973,2.71943463203055,-75.3061083280123,Sst interneuron,Sst Esm1
SM-GE94H_S171_E1-50,-58.625,0.305,14.1875009536743,-40.1562538146973,2.37264363361929,-67.0137269761827,Sst interneuron,Sst Esm1
SM-GE5TI_S099_E1-50,-51.3312530517578,0.270689664969967,30.90625,-39.3437538146973,2.44951612007908,-75.0886357625326,Sst interneuron,Sst Tac2 Tacstd2
SM-GE666_S030_E1-50,-37.5312538146973,0.3375,28.7812519073486,-21.78125,3.27983154132792,-60.6155052185059,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE4S3_S176_E1-50,-58.51875305175781,0.035,34.787498474121094,-43.81874847412109,1.7895962512142614,-74.24054794311523,Sst interneuron,Sst Calb2 Pdlim5
SM-GE95N_S131_E1-50,-53.0125007629395,0.359090909090909,33.4562492370606,-35.3250007629395,1.90073050116221,-69.5017776489258,Sst interneuron,Sst Calb2 Pdlim5
SM-GE4QD_S041_E1-50,-49.7375030517578,0.287234037971171,9.00000095367432,-31.5375022888184,1.71219957283468,-70.3602097829183,Sst interneuron,Sst Mme Fam114a1
SM-GE94H_S160_E1-50,-54.5000038146973,0.058203125,31.8125,-40.3125038146973,2.10953243812936,-69.5719539097377,Sst interneuron,Sst Hpse Cbln4
SM-GE93B_S011_E1-50,-57.4687538146973,0.166428571428571,35.59375,-48.3750038146973,2.3334390838449,-75.791767467152,Sst interneuron,Sst Hpse Sema3c
SM-GE5U8_S049_E1-50,-49.3687515258789,0.405893532289479,11.7124996185303,-37.71875,2.18064422385904,-67.6349018096924,Sst interneuron,Sst Nr2f2 Necab1
SM-GE5V2_S066_E1-50,-46.5500030517578,0.504999988842008,22.7562503814697,-37.2874984741211,3.89468299697268,-60.1164608001709,Sncg interneuron,Serpinf1 Aqp5 Vip
SM-GE8XQ_S060_E1-50,-38.3875045776367,0.309999995422357,44.6187477111816,-18.3375015258789,2.06618900226018,-55.5930051803589,Sst interneuron,Sst Esm1
SM-GE8YZ_S160_E1-50,-49.375,0.432631574778676,16.4062519073486,-36.8125038146973,2.07664045853672,-66.3036543528239,Sst interneuron,Sst Myh8 Fibin
SM-GE937_S180_E1-50,-54.50000381469727,0.6795454545454545,25.4375,-31.718753814697266,1.613785342978651,-76.76596416126598,Pvalb interneuron,Pvalb Tpbg
SM-GE8WR_S065_E1-50,-56.5625038146973,0.162142857142857,27.71875,-35.9375038146973,3.38161292070467,-77.146199798584,Lamp5 interneuron,Lamp5 Lsp1
SM-GE4RN_S080_E1-50,-34.3499984741211,0.138793103448276,52.0250015258789,-26.5125007629394,3.11328617046678,-59.2328990589489,Sncg interneuron,Sncg Vip Itih5
SM-GE92K_S111_E1-50,-44.125,0.4856054159586437,27.0,-33.34375,2.7899719123055915,-65.2648426936223,Vip interneuron,Vip Crispld2 Htr2c
SM-GE94H_S141_E1-50,-53.0000038146973,0.542499978446956,33.3750038146973,-31.1250019073486,1.68263822489988,-69.595178604126,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE65Y_S133_E1-50,-48.7812538146973,0.2125,27.9687519073486,-33.6875038146973,2.88847792219592,-72.023646961559,Lamp5 interneuron,Lamp5 Ntn1 Npy2r
SM-GE8XQ_S015_E1-50,-54.7062530517578,0.08,33.3875007629394,-39.9250030517578,1.89455058777245,-71.1258659362793,Sst interneuron,Sst Hpse Cbln4
SM-GE4RS_S090_E1-50,-49.41249847412109,0.2550000000000001,43.48125457763672,-35.20000457763672,2.326887304227121,-72.01094610040838,Sst interneuron,Sst Tac2 Tacstd2
SM-GE8ZI_S170_E1-50,-52.0625038146973,0.272142855119705,7.1875,-41.7500038146973,2.37392814776444,-68.6636901855469,Sst interneuron,Sst Tac1 Tacr3
SM-GE681_S070_E1-50,-59.4687538146973,0.318571428571428,16.3125,-44.25,2.04086377354647,-70.9232008192274,Sst interneuron,Sst Calb2 Pdlim5
SM-GE5VE_S091_E1-50,-53.5250015258789,0.11810345651987,33.0625038146973,-39.4125022888184,2.3764868287859,-69.2031979031033,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE4SJ_S084_E1-50,-50.7374992370606,0.322413793103448,35.0812530517578,-32.1125030517578,2.44920523476996,-69.0629806518555,Sst interneuron,Sst Esm1
SM-GE5U1_S147_E1-50,-44.4437484741211,0.465624987743795,40.4250030517578,-38.3687515258789,3.76339687658115,-68.4701334635417,Vip interneuron,Vip Crispld2 Htr2c
SM-GE95M_S023_E1-50,-50.4249992370606,0.47986576040115,22.0749988555908,-30.7000007629394,1.84578561423276,-68.1261444091797,Sst interneuron,Sst Calb2 Necab1
SM-GE65D_S174_E1-50,-46.2187538146973,0.167605633802817,38.59375,-35.2812538146973,2.82685238022785,-66.3334808349609,Lamp5 interneuron,Lamp5 Ntn1 Npy2r
SM-GE4RS_S106_E1-50,-49.5499992370606,0.30948275862069,27.8312511444092,-25.0749988555908,1.49105653815591,-54.2338226863316,Sst interneuron,Sst Tac1 Htr1d
SM-GE8XQ_S192_E1-50,-57.3875045776367,0.130000008010862,33.75,-39.0625,1.773423020583,-71.0845403671265,Sst interneuron,Sst Hpse Cbln4
SM-GE4XY_S189_E1-50,-48.2812538146973,0.145000006580351,32.1062507629394,-39.4312477111816,2.94810847180261,-69.9575920104981,Vip interneuron,Vip Lmo1 Myl1
SM-GE5QL_S131_E1-50,-55.78125381469727,0.1034482758620689,8.15625,-35.76874923706055,1.8488860615031653,-74.01438064575196,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE95N_S188_E1-50,-46.1687507629395,0.315000025081631,22.7749996185303,-41.8437538146973,3.21549264230699,-70.468674659729,Vip interneuron,Vip Ptprt Pkp2
SM-GE4Y5_S136_E1-50,-51.2562522888184,0.212903219703333,25.6062507629394,-33.0750007629394,1.93552808461608,-60.084298647367,Sst interneuron,Sst Tac1 Tacr3
SM-GE5UX_S136_E1-50,-56.8937492370606,0.799999999999998,22.25,-30.5062522888184,1.24599659377903,-70.2984672546387,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE937_S190_E1-50,-62.9375038146973,0.775,15.4062509536743,-44.75,1.50646374455418,-74.6546761648996,Pvalb interneuron,Pvalb Reln Itm2a
SM-GBMG3_S015_E1-50,-51.3562507629395,0.132954954954955,21.4812488555908,-34.0625,1.70783921478782,-75.1004948933919,Sst interneuron,Sst Tac1 Htr1d
SM-GE681_S053_E1-50,-58.34375381469727,0.2464285925067208,37.43750381469727,-41.75000381469727,3.174452558049345,-74.12644788953993,Sst interneuron,Sst Esm1
SM-GE8YZ_S167_E1-50,-47.5937538146973,0.351428570899184,7.8125,-38.28125,2.32777409002466,-62.5373666551378,Sst interneuron,Sst Myh8 Etv1 
SM-GE4RS_S082_E1-50,-51.9187507629395,0.415000025081629,28.7625007629394,-40.1062507629395,2.33999823389226,-67.1235458374023,Sst interneuron,Sst Calb2 Pdlim5
SM-GE67G_S102_E1-50,-48.2812538146973,0.080714294192256,26.0937519073486,-42.1875,3.75980923115135,-75.5406639099121,Vip interneuron,Vip Ptprt Pkp2
SM-GE681_S086_E1-50,-50.5312538146973,0.314285739509427,25.4375,-38.6562538146973,2.24061893158524,-67.9753028021918,Sst interneuron,Sst Rxfp1 Eya1
SM-GE5OM_S052_E1-50,-57.30624771118164,0.8049999929427931,27.54374885559082,-37.03749847412109,1.6266872934590226,-65.85187530517578,Pvalb interneuron,Pvalb Th Sst
SM-GE5VE_S037_E1-50,-42.4937477111816,1.15420560747664,37.9750022888184,-23.2250022888184,1.81653965964138,-62.6513050079346,Pvalb interneuron,Pvalb Calb1 Sst
SM-GE5OW_S112_E1-50,-38.3187484741211,0.036206896687801,36.0750045776367,-30.4187507629394,3.40299695975852,-69.9017521251332,Vip interneuron,Vip Ptprt Pkp2
SM-GE8YF_S043_E1-50,-50.5999984741211,0.11276595270362,33.7625045776367,-43.1125030517578,2.89462210705974,-70.1232208251953,Vip interneuron,Vip Crispld2 Kcne4
SM-GE95M_S021_E1-50,-55.2437477111816,0.059666660715739,1.19375002384186,-46.8499984741211,2.45603952589558,-73.0562788864662,Sst interneuron,Sst Hpse Sema3c
SM-GE5U1_S160_E1-50,-58.41249847412109,0.1395638571471238,35.218753814697266,-44.92499923706055,2.385658976988971,-69.55978976978975,Sst interneuron,Sst Hpse Sema3c
SM-GE91V_S160_E1-50,-57.9375038146973,0.606428571428571,19.21875,-31.3750019073486,1.27466681752872,-70.8836091359456,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE95N_S140_E1-50,-57.0000038146973,0.215517248126468,19.75,-45.1937522888184,2.05980248806347,-64.6642837524414,Sst interneuron,Sst Calb2 Pdlim5
SM-GE5UX_S154_E1-50,-52.5187530517578,0.261538435354741,20.2250022888184,-39.7250022888184,4.13771427021754,-79.6785261366102,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE91I_S066_E1-50,-41.9062538146973,0.265234375,24.0625019073486,-30.8750019073486,3.26172270537534,-66.5259755452474,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE5VJ_S059_E1-50,-39.0750007629394,0.029166669757278,35.875,-34.2000007629394,2.7185126942233,-70.0174748347356,Vip interneuron,Vip Crispld2 Kcne4
SM-GE5VE_S082_E1-50,-46.5750007629395,0.152380963474714,8.96249961853027,-30.0000019073486,2.35552399953544,-62.0052028069129,Sst interneuron,Sst Crhr2 Efemp1
SM-GE8XZ_S178_E1-50,-56.5375022888184,0.119999997329711,18.6749992370605,-44.4624977111816,2.29268796846242,-72.5254160563151,Sst interneuron,Sst Tac2 Tacstd2
SM-GE5TO_S183_E1-50,-60.21875,0.435263157894737,14.7500009536743,-35.3125,1.35425598023691,-68.9336286272321,Pvalb interneuron,Pvalb Akr1c18 Ntf3
SM-GE4RC_S071_E1-50,-54.5062484741211,0.788793056615032,33.6687545776367,-28.59375,1.53182265705979,-59.1093621687456,Pvalb interneuron,Pvalb Tpbg
SM-GE93B_S066_E1-50,-46.7812538146973,0.189999995040893,34.28125,-29.03125,4.00971117688655,-60.2089263916016,Lamp5 interneuron,Lamp5 Lhx6
SM-GE4RC_S096_E1-50,-43.2124977111816,0.345,18.4250011444092,-30.9375019073486,3.23074600358354,-68.7299003601074,Lamp5 interneuron,Lamp5 Ntn1 Npy2r
SM-GE8ZX_S170_E1-50,-46.25,0.266810344827586,33.09375,-36.53125,2.27224890886975,-63.5745402249423,Sst interneuron,Sst Hpse Cbln4
SM-GE67S_S143_E1-50,-48.84375381469727,0.2446215060315754,37.71875,-36.625,3.23509353992569,-76.03644002278646,Vip interneuron,Vip Ptprt Pkp2
SM-GE8YF_S083_E1-50,-48.3000030517578,0.195833330993297,30.8874988555908,-33.3875007629394,3.05127679104348,-65.5864023844401,Vip interneuron,Vip Crispld2 Htr2c
SM-GE4QF_S012_E1-50,-41.4500007629395,0.185046766209327,28.8500022888184,-22.9937515258789,4.22122778137573,-60.6920063018799,Lamp5 interneuron,Lamp5 Lsp1
SM-GE4QV_S083_E1-50,-48.3624992370605,0.231775674172726,29.2625007629394,-36.5499992370605,3.56509223296451,-73.9001617431641,Lamp5 interneuron,Lamp5 Ntn1 Npy2r
SM-GE932_S075_E1-50,-61.31250381469727,0.5937499999999991,16.0625,-36.40625381469727,1.2117001142381554,-76.03034820556641,Pvalb interneuron,Pvalb Tpbg
SM-GE4RC_S062_E1-50,-52.2187538146973,0.518965517241379,19.2812519073486,-29.7625007629394,1.41545683931591,-73.1579305475408,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE5QL_S132_E1-50,-58.7999992370605,0.22429906542056,27.4125022888184,-30.2937488555908,1.37733052835612,-72.733754938299,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE8XF_S071_E1-50,-51.7437477111816,0.032089549445837,49.2374992370606,-35.2687492370605,2.3377076180558,-73.1770803278143,Sst interneuron,Sst Tac2 Tacstd2
SM-GBMG3_S050_E1-50,-54.3000030517578,0.819999999999999,23.0187492370605,-33.0499992370606,1.69315441617342,-70.40087890625,Pvalb interneuron,Pvalb Tpbg
SM-GE5VR_S190_E1-50,-47.11874771118164,0.115,47.53125,-24.94375228881836,1.9091596734116003,-52.2141809463501,Sst interneuron,Sst Esm1
SM-GE5QL_S107_E1-50,-37.5999984741211,0.559999979591367,8.25625038146973,-41.2625045776367,5.30040389532789,-72.5997604370117,Vip interneuron,Vip Crispld2 Htr2c
SM-GE5TS_S162_E1-50,-57.53125381469727,0.3157142833028521,23.281251907348636,-48.12500381469727,3.941591711156287,-77.10336642795139,Vip interneuron,Vip Pygm C1ql1
SM-GE5OW_S181_E1-50,-50.7374992370606,0.293617016702499,40.1000022888184,-33.09375,2.01742676278618,-62.3781362680289,Sst interneuron,Sst Tac2 Tacstd2
SM-GE8YF_S038_E1-50,-50.3687477111816,0.059036142146021,25.2687511444092,-39.5249977111816,2.45260913868353,-68.1616183194247,Vip interneuron,Vip Crispld2 Kcne4
SM-GE8XQ_S045_E1-50,-48.89374923706055,0.3300000118255554,38.17500305175781,-34.19375228881836,2.6410789585646866,-74.91491413116455,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE936_S053_E1-50,-59.46875381469727,0.6754739109445463,21.625001907348636,-33.875003814697266,1.628421221668915,-77.21420912309127,Pvalb interneuron,Pvalb Reln Tac1
SM-GE5V9_S176_E1-50,-40.7187538146973,0.301923076923077,15.0312509536743,-29.7687492370606,2.05495850135369,-65.0117635091146,Sst interneuron,Sst Calb2 Necab1
SM-GE4Q8_S062_E1-50,-51.8000030517578,0.255,34.0500030517578,-35.4187507629395,2.54723373018906,-67.8469587053571,Sst interneuron,Sst Tac2 Tacstd2
SM-GE8YF_S004_E1-50,-31.4625015258789,0.105,56.3499984741211,-20.3875007629395,2.67809904830529,-56.7452521324158,Vip interneuron,Vip Lmo1 Myl1
SM-GE5P3_S081_E1-50,-53.7937545776367,0.275000008583064,34.1125030517578,-37.5625,2.39078315349239,-72.5841156005859,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE5OS_S187_E1-50,-45.4000015258789,0.460000029754633,36.1187477111816,-38.1375045776367,3.39383733329429,-72.2494400024414,Vip interneuron,Vip Chat Htr1f
SM-GE5PA_S075_E1-50,-50.0374984741211,0.374137921871951,29.2187519073486,-39.9375038146973,2.45611525469783,-63.5324602127075,Sst interneuron,Sst Calb2 Pdlim5
SM-GE94B_S185_E1-50,-55.6875038146973,0.351249994528294,39.1875038146973,-39.5,2.14942667204866,-60.079439163208,Sst interneuron,Sst Calb2 Pdlim5
SM-GE8ZX_S124_E1-50,-61.25,0.389197602225521,25.71875,-39.3750038146973,1.73113671819331,-75.4726301494398,Sst interneuron,Sst Hpse Cbln4
SM-GE5PG_S003_E1-50,-49.9062538146973,0.09137931117263,24.8312511444092,-30.7999992370606,2.09231205868184,-58.4781899885698,Sst interneuron,Sst Nts
SM-GE64F_S152_E1-50,-58.9375,0.506250069936118,23.8750019073486,-36.53125,1.81341349789869,-67.8152219984267,Pvalb interneuron,Pvalb Th Sst
SM-GE5VE_S021_E1-50,-13.2000007629395,0.335,71.3499984741211,-4.16874980926514,2.75164182737417,-49.1227629184723,Sst interneuron,Sst Calb2 Pdlim5
SM-GE5VJ_S022_E1-50,-39.8687515258789,0.239759034243873,34.8812484741211,-28.6999988555908,4.09262523786735,-56.8179584849965,Vip interneuron,Vip Chat Htr1f
SM-GE93V_S082_E1-50,-59.09375,0.822500165748621,20.25,-32.2500038146973,1.26593303474667,-70.6945618849534,Pvalb interneuron,Pvalb Tpbg
SM-GE5TI_S137_E1-50,-53.1687545776367,0.429310339316458,40.4437522888184,-29.9750022888184,1.63817982627619,-64.4329771562056,Sst interneuron,Sst Rxfp1 Eya1
SM-GE4VR_S102_E1-50,-29.968751907348636,0.3444444372352814,22.8125,-28.606250762939453,2.7391151337165565,-57.27900989239033,Sncg interneuron,Sncg Gpr50
SM-GE64F_S098_E1-50,-36.03125,0.17499996821086,24.8125,-27.0312519073486,3.56139565997241,-68.7298736572266,Lamp5 interneuron,Lamp5 Krt73
SM-GE8WR_S004_E1-50,-40.1875,0.245000023814612,18.7187519073486,-28.8125019073486,2.5501917273213,-59.897144317627,Sst interneuron,Sst Calb2 Pdlim5
SM-GE932_S010_E1-50,-52.8437538146973,0.285714309536682,30.0625019073486,-39.78125,2.42820199039706,-73.8958717346191,Sst interneuron,Sst Tac2 Tacstd2
SM-GE4RS_S073_E1-50,-53.1500015258789,0.195000012302396,36.0625,-41.0,2.64963592627008,-68.3870674133301,Sst interneuron,Sst Tac2 Myh4
SM-GE5V2_S004_E1-50,-50.1812515258789,0.399999989032745,10.6875,-39.7937507629395,2.01819915749279,-68.59348487854,Sst interneuron,Sst Calb2 Pdlim5
SM-GE4QF_S007_E1-50,-44.5125045776367,0.435,30.7812519073486,-34.9250030517578,3.82294092628009,-73.1055435180664,Lamp5 interneuron,Lamp5 Ntn1 Npy2r
SM-GE4QZ_S114_E1-50,-43.6812477111816,0.090909090412549,46.96875,-30.1500015258789,2.75982384124543,-60.180434779117,Vip interneuron,Vip Crispld2 Kcne4
SM-GE8ZI_S140_E1-50,-47.8750038146973,0.453571428571429,-8.25,-40.6875,2.69678410687705,-68.0019200642904,Sst interneuron,Sst Calb2 Pdlim5
SM-GE8XW_S068_E1-50,-59.7375030517578,1.3981308411215,30.3250007629395,-37.1875,1.32005029800807,-76.2124328613281,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE953_S080_E1-50,-46.4687538146973,0.641477272727273,18.0000019073486,-22.3437519073486,1.27253377436728,-59.4456793467204,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE932_S028_E1-50,-44.6250038146973,0.168571442506752,34.84375,-30.1875,2.68699853594833,-60.0217455083674,Vip interneuron,Vip Lmo1 Myl1
SM-GE8YZ_S177_E1-50,-55.4875030517578,0.13,34.2875022888184,-43.7999992370605,2.15282488931931,-73.5516721937392,Sst interneuron,Sst Hpse Cbln4
SM-GE4XY_S192_E1-50,-55.6062545776367,0.12,29.7750015258789,-42.75,2.67619665839243,-77.82685546875,Vip interneuron,Vip Lmo1 Myl1
SM-GE93P_S034_E1-50,-65.0625,1.31421800947867,32.7500038146973,-43.0,1.27796323084826,-60.2837781906128,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE8ZI_S189_E1-50,-59.6250038146973,0.886853448275862,12.5625,-44.1562538146973,1.62058888423862,-73.1511972600763,Pvalb interneuron,Pvalb Th Sst
SM-GE5TM_S147_E1-50,-51.9687538146973,0.431428571428571,28.4375,-32.0312538146973,2.01911231267964,-64.438924407959,Sst interneuron,Sst Crh 4930553C11Rik 
SM-GE8X2_S158_E1-50,-49.4375,0.296428571428571,20.375,-35.4687538146973,2.12452517451599,-66.4199439154731,Sst interneuron,Sst Myh8 Etv1 
SM-GE8YZ_S152_E1-50,-46.25,0.165714285714286,25.84375,-30.75,3.35737903914092,-72.4083633422852,Lamp5 interneuron,Lamp5 Lsp1
SM-GE64F_S130_E1-50,-50.5312538146973,0.2,18.0000019073486,-32.875,4.28073192496601,-72.4845581054688,Lamp5 interneuron,Lamp5 Lsp1
SM-GE8YF_S094_E1-50,-40.4187507629395,0.089999996566772,13.1062498092651,-35.4812507629395,2.7715918983954,-69.4536040169852,Vip interneuron,Vip Arhgap36 Hmcn1
SM-GE5TS_S156_E1-50,-47.625,0.225236966824644,19.09375,-33.0,2.75652494206418,-71.922908782959,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE92K_S110_E1-50,-58.0000038146973,0.634375,33.1250038146973,-37.5625,2.14954395143064,-70.0359703063965,Vip interneuron,Vip Lmo1 Myl1
SM-GE8XZ_S189_E1-50,-33.2750015258789,0.485483894020657,40.8062477111816,-18.3687515258789,2.42692175704541,-47.6747308210893,Sst interneuron,Sst Esm1
SM-GE5UX_S132_E1-50,-47.4562530517578,0.223943649571469,33.4249992370606,-37.3750038146973,3.42355221128236,-73.8193298339844,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE8YR_S151_E1-50,-47.2812538146973,0.366428605986617,38.3437538146973,-24.96875,1.87900430760743,-60.8278638203939,Sst interneuron,Sst Crhr2 Efemp1
SM-GE5VR_S130_E1-50,-54.28125381469727,0.7206896412982099,37.98749923706055,-39.09999847412109,3.3903202685206675,-70.1510272555881,Vip interneuron,Vip Chat Htr1f
SM-GE5TI_S174_E1-50,-55.681251525878906,0.3112068877407252,43.73125457763672,-38.16249847412109,2.3223237970108674,-70.26711331881009,Sst interneuron,Sst Tac2 Tacstd2
SM-GE4XY_S076_E1-50,-56.6624984741211,0.280000021553036,29.5437507629394,-45.53125,3.68711537342715,-77.2516952514648,Sst interneuron,Sst Tac2 Tacstd2
SM-GE5VR_S118_E1-50,-45.6500015258789,0.064999997997284,35.8187522888184,-32.8125038146973,3.08550244804599,-67.5775680541992,Vip interneuron,Vip Arhgap36 Hmcn1
SM-GE67S_S138_E1-50,-61.96875,0.329285736375925,31.65625,-45.0312538146973,1.99792684546016,-78.3902180989583,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE5VE_S066_E1-50,-60.3937492370605,0.264999992179865,9.39999961853027,-45.1875038146973,2.06752610963014,-77.9400262832642,Sst interneuron,Sst Crhr2 Efemp1
SM-GE5VE_S014_E1-50,-60.6937522888184,0.485000029277795,14.8000011444092,-42.3312530517578,2.12253930504689,-73.6710777282715,Pvalb interneuron,Pvalb Th Sst
SM-GE94H_S155_E1-50,-60.9375,0.386428571428572,27.2500019073486,-35.65625,1.94559736779903,-75.6634376525879,Sst interneuron,Sst Rxfp1 Eya1
SM-GE92A_S082_E1-50,-53.03125,0.5314285714285709,10.937500953674316,-30.75,1.4019936257223935,-70.27333297729493,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE8WX_S051_E1-50,-37.1875,0.183571428571429,17.21875,-36.4062538146973,4.97479857722659,-69.3222099304199,Sncg interneuron,Sncg Vip Itih5
SM-GE4RS_S132_E1-50,-47.3875045776367,0.374999955177309,28.4500007629394,-29.6875019073486,1.62521534942363,-70.3985206604004,Sst interneuron,Sst Calb2 Pdlim5
SM-GE8XW_S037_E1-50,-56.8625030517578,0.665000010585782,35.3812484741211,-43.0750045776367,3.00909019020795,-68.125129699707,Vip interneuron,Vip Crispld2 Htr2c
SM-GE65O_S070_E1-50,-50.96875,0.324999999999996,31.8125,-36.8125038146973,2.11893918550875,-62.0468573570251,Sst interneuron,Sst Calb2 Pdlim5
SM-GE91V_S126_E1-50,-51.9687538146973,0.948046827008943,24.7500019073486,-26.28125,1.37648536706296,-63.3012660980225,Sst interneuron,Sst Calb2 Necab1
SM-GE5TS_S175_E1-50,-46.65625,0.372499996984005,24.9375019073486,-34.53125,2.22493689912626,-54.770020705003,Sst interneuron,Sst Calb2 Pdlim5
